Scene	Found Episode
s05e12_scene004_0663_0682	s05e12
s05e12_scene000_0004_0024	s05e12
s03e08_scene010_0907_0927	s03e08
s04e07_scene003_0448_0468	s04e07
s04e10_scene003_0467_0482	s04e10
s04e04_scene002_0377_0397	s04e04
s05e06_scene010_1165_1185	s05e06
s05e20_scene008_1012_1032	s05e20
s03e01_scene010_1096_1116	s03e01
s03e08_scene002_0180_0200	s03e08
s04e06_scene007_1042_1062	s04e06
s04e20_scene005_0628_0648	s04e20
s04e18_scene001_0065_0085	s04e18
s05e12_scene003_0510_0530	s05e12
s03e06_scene004_0395_0415	s03e06
s03e02_scene008_0841_0861	s03e02
s03e11_scene001_0125_0145	s03e11
s04e10_scene003_0347_0367	s04e10
s05e15_scene007_0949_0969	s05e15
s05e19_scene002_0439_0459	s05e19
s03e17_scene000_0043_0063	s03e17
s03e03_scene007_0897_0917	s03e03
s04e24_scene007_0791_0811	s04e24
s05e18_scene010_1110_1130	s05e18
s04e11_scene005_0615_0635	s04e11
s03e02_scene004_0621_0641	s03e02
s04e05_scene003_0508_0528	s04e05
s04e20_scene010_1065_1085	s04e20
s05e17_scene004_0419_0439	s05e17
s05e06_scene009_1094_1114	s05e06
s03e01_scene007_0756_0776	s03e01
s04e16_scene007_0932_0942	s04e16
s04e16_scene002_0270_0290	s04e16
s04e20_scene009_0964_0984	s04e20
s04e01_scene008_0909_0929	s04e01
s05e05_scene002_0429_0449	s05e05
s05e17_scene001_0158_0178	s05e17
s05e22_scene000_0054_0074	s05e22
s03e23_scene009_0878_0898	s03e23
s03e18_scene001_0205_0225	s03e18
s03e11_scene001_0145_0165	s03e11
s04e22_scene004_0550_0553	s04e22
s05e09_scene002_0518_0520	s05e09
s03e05_scene003_0537_0557	s03e05
s04e20_scene005_0608_0628	s04e20
s03e02_scene007_0786_0794	s03e02
s05e09_scene001_0315_0335	s05e09
s03e06_scene007_0957_0977	s03e06
s03e06_scene004_0575_0593	s03e06
s03e05_scene000_0103_0123	s03e05
s04e02_scene002_0329_0349	s04e02
s05e18_scene003_0345_0365	s05e18
s05e03_scene003_0420_0440	s05e03
s05e06_scene007_0844_0864	s05e06
s05e24_scene004_0307_0327	s05e24
s03e21_scene002_0319_0339	s03e21
s03e08_scene011_0956_0976	s03e08
s04e24_scene006_0781_0789	s04e24
s05e15_scene001_0133_0153	s05e15
s03e18_scene003_0595_0615	s03e18
s03e09_scene007_0817_0837	s03e09
s04e14_scene004_0405_0425	s04e14
s04e20_scene000_0004_0024	s04e20
s05e18_scene005_0572_0592	s05e18
s05e22_scene003_0407_0427	s05e22
s05e14_scene003_0514_0534	s05e14
s04e24_scene000_0125_0139	s04e24
s03e10_scene003_0468_0488	s03e10
s05e13_scene007_0793_0813	s05e13
s05e12_scene009_1111_1131	s05e12
s03e20_scene000_0203_0223	s03e20
s03e15_scene007_0943_0963	s03e15
s04e07_scene011_1197_1212	s04e07
s04e05_scene011_1134_1154	s04e05
s05e06_scene003_0476_0496	s05e06
s03e02_scene005_0668_0675	s03e02
s03e05_scene006_0738_0758	s03e05
s03e21_scene000_0124_0144	s03e21
s04e24_scene006_0761_0781	s04e24
s05e05_scene004_0732_0752	s05e05
s05e09_scene002_0458_0478	s05e09
s03e10_scene001_0244_0254	s03e10
s03e09_scene004_0496_0516	s03e09
s04e10_scene002_0253_0273	s04e10
s04e15_scene002_0286_0306	s04e15
s05e16_scene007_0856_0876	s05e16
s03e17_scene005_0830_0846	s03e17
s04e17_scene007_0991_1011	s04e17
s04e15_scene005_0583_0603	s04e15
s05e17_scene004_0379_0399	s05e17
s05e20_scene005_0621_0641	s05e20
s03e21_scene004_0514_0534	s03e21
s03e11_scene001_0245_0265	s03e11
s04e05_scene004_0571_0591	s04e05
s03e13_scene009_0982_1002	s03e13
s05e19_scene000_0003_0023	s05e19
s05e09_scene009_1169_1189	s05e09
s03e16_scene002_0508_0528	s03e16
s03e15_scene001_0250_0266	s03e15
s04e20_scene004_0551_0563	s04e20
s04e20_scene008_0908_0921	s04e20
s03e02_scene000_0043_0063	s03e02
s04e18_scene010_1022_1042	s04e18
s04e22_scene010_1173_1193	s04e22
s04e15_scene005_0603_0623	s04e15
s05e12_scene003_0550_0560	s05e12
s05e17_scene005_0630_0650	s05e17
s03e09_scene008_0921_0941	s03e09
s05e19_scene002_0379_0399	s05e19
s05e03_scene009_0957_0977	s05e03
s03e20_scene005_0583_0603	s03e20
s03e15_scene010_1158_1170	s03e15
s04e15_scene008_0968_0988	s04e15
s04e11_scene000_0090_0110	s04e11
s04e17_scene007_0931_0951	s04e17
s05e09_scene000_0211_0231	s05e09
s05e07_scene001_0312_0332	s05e07
s03e09_scene007_0777_0797	s03e09
s03e12_scene008_1012_1016	s03e12
s04e12_scene001_0229_0249	s04e12
s04e08_scene004_0613_0633	s04e08
s05e12_scene009_1131_1151	s05e12
s05e14_scene006_0807_0827	s05e14
s05e05_scene008_1070_1075	s05e05
s03e20_scene008_0952_0972	s03e20
s03e06_scene003_0311_0331	s03e06
s03e17_scene000_0003_0023	s03e17
s04e05_scene003_0428_0448	s04e05
s04e14_scene003_0334_0354	s04e14
s05e13_scene000_0004_0024	s05e13
s05e22_scene007_0978_0998	s05e22
s03e01_scene005_0518_0538	s03e01
s04e19_scene000_0085_0105	s04e19
s05e16_scene006_0636_0656	s05e16
s03e17_scene001_0164_0184	s03e17
s03e05_scene006_0758_0778	s03e05
s04e20_scene008_0828_0848	s04e20
s03e10_scene007_1070_1090	s03e10
s04e20_scene006_0805_0809	s04e20
s05e07_scene005_0662_0682	s05e07
s05e20_scene008_0972_0992	s05e20
s03e18_scene001_0185_0205	s03e18
s03e23_scene003_0388_0408	s03e23
s04e06_scene007_1002_1022	s04e06
s05e12_scene002_0418_0425	s05e12
s03e17_scene005_0770_0790	s03e17
s03e05_scene004_0620_0640	s03e05
s03e14_scene008_0906_0926	s03e14
s05e18_scene006_0690_0710	s05e18
s03e21_scene007_0995_0999	s03e21
s03e08_scene008_0731_0751	s03e08
s04e14_scene008_1034_1054	s04e14
s05e15_scene007_1009_1029	s05e15
s05e03_scene000_0084_0104	s05e03
s03e20_scene000_0043_0063	s03e20
s03e05_scene000_0163_0178	s03e05
s03e03_scene009_1105_1125	s03e03
s04e04_scene000_0064_0084	s04e04
s05e14_scene008_0968_0988	s05e14
s03e23_scene005_0546_0566	s03e23
s04e10_scene005_0658_0678	s04e10
s05e12_scene006_0840_0858	s05e12
s05e07_scene008_0966_0986	s05e07
s03e11_scene004_0841_0861	s03e11
s04e19_scene004_0524_0544	s04e19
s03e11_scene005_1069_1089	s03e11
s04e02_scene000_0144_0153	s04e02
s04e12_scene002_0400_0420	s04e12
s05e03_scene004_0516_0520	s05e03
s03e12_scene007_0882_0902	s03e12
s04e06_scene002_0197_0217	s04e06
s04e10_scene003_0427_0447	s04e10
s05e16_scene003_0375_0395	s05e16
s05e09_scene009_1109_1129	s05e09
s04e01_scene005_0581_0601	s04e01
s04e22_scene007_0919_0934	s04e22
s05e18_scene006_0830_0837	s05e18
s04e06_scene000_0026_0046	s04e06
s05e22_scene004_0686_0706	s05e22
s05e07_scene005_0642_0662	s05e07
s03e10_scene007_1010_1030	s03e10
s04e01_scene000_0026_0046	s04e01
s04e05_scene002_0232_0252	s04e05
s05e12_scene001_0202_0222	s05e12
s05e21_scene005_0633_0653	s05e21
s03e21_scene006_0804_0824	s03e21
s03e11_scene003_0502_0522	s03e11
s04e06_scene002_0217_0237	s04e06
s04e12_scene009_1040_1052	s04e12
s05e01_scene007_0953_0973	s05e01
s05e03_scene009_0897_0917	s05e03
s03e18_scene006_0959_0979	s03e18
s04e15_scene007_0871_0891	s04e15
s04e15_scene003_0455_0466	s04e15
s05e06_scene000_0044_0064	s05e06
s05e17_scene005_0650_0670	s05e17
s04e17_scene007_0971_0991	s04e17
s05e12_scene002_0398_0418	s05e12
s05e13_scene001_0155_0175	s05e13
s05e24_scene012_1067_1087	s05e24
s03e15_scene006_0793_0813	s03e15
s03e06_scene002_0262_0282	s03e06
s03e14_scene006_0723_0743	s03e14
s03e10_scene002_0262_0282	s03e10
s04e17_scene005_0804_0824	s04e17
s04e20_scene008_0868_0888	s04e20
s04e05_scene011_1114_1134	s04e05
s05e03_scene008_0810_0830	s05e03
s05e21_scene003_0433_0453	s05e21
s03e16_scene000_0041_0061	s03e16
s03e02_scene010_1144_1158	s03e02
s04e19_scene005_0601_0621	s04e19
s03e06_scene004_0415_0435	s03e06
s04e24_scene000_0045_0065	s04e24
s05e15_scene007_0929_0949	s05e15
s05e11_scene003_0597_0617	s05e11
s05e24_scene008_0603_0623	s05e24
s05e22_scene002_0292_0312	s05e22
s03e12_scene001_0143_0163	s03e12
s03e17_scene000_0123_0139	s03e17
s04e05_scene000_0024_0044	s04e05
s05e15_scene007_1049_1066	s05e15
s05e07_scene009_1019_1026	s05e07
s03e09_scene004_0516_0536	s03e09
s04e16_scene000_0137_0156	s04e16
s04e15_scene000_0145_0164	s04e15
s05e01_scene001_0269_0289	s05e01
s05e14_scene004_0565_0585	s05e14
s03e11_scene003_0462_0482	s03e11
s04e24_scene000_0025_0045	s04e24
s03e15_scene005_0684_0704	s03e15
s05e03_scene008_0850_0870	s05e03
s03e12_scene008_0932_0952	s03e12
s05e09_scene004_0615_0635	s05e09
s03e17_scene007_1034_1054	s03e17
s03e11_scene002_0419_0421	s03e11
s03e03_scene002_0455_0475	s03e03
s03e09_scene007_0837_0838	s03e09
s03e02_scene000_0103_0123	s03e02
s04e15_scene002_0246_0266	s04e15
s04e02_scene001_0240_0260	s04e02
s05e06_scene001_0198_0218	s05e06
s03e03_scene001_0338_0358	s03e03
s03e15_scene002_0327_0347	s03e15
s04e10_scene001_0134_0154	s04e10
s04e16_scene008_0947_0967	s04e16
s05e16_scene000_0025_0045	s05e16
s05e14_scene007_0886_0906	s05e14
s05e14_scene006_0847_0862	s05e14
s03e16_scene007_0843_0863	s03e16
s03e05_scene002_0353_0373	s03e05
s04e15_scene000_0045_0065	s04e15
s04e14_scene001_0118_0138	s04e14
s04e15_scene009_1091_1102	s04e15
s03e13_scene008_0925_0936	s03e13
s03e12_scene008_0992_1012	s03e12
s03e05_scene001_0303_0323	s03e05
s04e24_scene003_0423_0443	s04e24
s05e12_scene007_0923_0943	s05e12
s05e09_scene008_0961_0981	s05e09
s03e02_scene008_0921_0941	s03e02
s03e18_scene000_0043_0063	s03e18
s04e07_scene003_0468_0488	s04e07
s05e11_scene005_0790_0810	s05e11
s04e02_scene004_0590_0610	s04e02
s05e01_scene006_0647_0667	s05e01
s05e07_scene010_1029_1049	s05e07
s05e22_scene005_0829_0849	s05e22
s03e16_scene001_0339_0359	s03e16
s03e10_scene007_1030_1050	s03e10
s04e02_scene000_0084_0104	s04e02
s04e11_scene004_0523_0543	s04e11
s03e02_scene008_0881_0901	s03e02
s05e05_scene002_0509_0529	s05e05
s04e01_scene000_0086_0106	s04e01
s05e15_scene000_0012_0032	s05e15
s03e16_scene008_1052_1053	s03e16
s04e16_scene001_0162_0182	s04e16
s04e15_scene008_1008_1017	s04e15
s04e20_scene004_0491_0511	s04e20
s05e03_scene005_0549_0569	s05e03
s05e06_scene005_0695_0715	s05e06
s04e19_scene006_0764_0784	s04e19
s05e11_scene000_0065_0085	s05e11
s05e01_scene008_1108_1128	s05e01
s05e22_scene000_0034_0054	s05e22
s04e12_scene010_1075_1095	s04e12
s05e01_scene009_1174_1194	s05e01
s05e13_scene006_0710_0730	s05e13
s03e20_scene008_0912_0932	s03e20
s03e06_scene006_0818_0838	s03e06
s04e17_scene000_0044_0064	s04e17
s05e20_scene008_1032_1052	s05e20
s03e05_scene001_0323_0329	s03e05
s03e05_scene008_0888_0908	s03e05
s03e21_scene004_0554_0574	s03e21
s04e21_scene009_0943_0950	s04e21
s04e21_scene006_0550_0570	s04e21
s04e19_scene005_0701_0721	s04e19
s05e17_scene003_0339_0355	s05e17
s05e21_scene000_0025_0045	s05e21
s03e11_scene004_0801_0821	s03e11
s03e02_scene011_1204_1224	s03e02
s04e24_scene009_1030_1050	s04e24
s04e07_scene010_1130_1150	s04e07
s04e06_scene007_0942_0962	s04e06
s03e15_scene002_0367_0387	s03e15
s03e03_scene003_0573_0593	s03e03
s04e05_scene000_0044_0064	s04e05
s04e19_scene009_0978_0998	s04e19
s04e22_scene009_1053_1073	s04e22
s05e20_scene008_1092_1112	s05e20
s05e07_scene001_0332_0336	s05e07
s03e20_scene004_0570_0573	s03e20
s03e10_scene002_0382_0402	s03e10
s04e20_scene004_0471_0491	s04e20
s05e18_scene004_0452_0472	s05e18
s03e11_scene004_0761_0781	s03e11
s03e23_scene004_0491_0511	s03e23
s04e04_scene003_0429_0449	s04e04
s04e18_scene006_0631_0651	s04e18
s05e01_scene001_0209_0229	s05e01
s05e17_scene009_1015_1035	s05e17
s03e15_scene006_0833_0853	s03e15
s04e22_scene003_0401_0421	s04e22
s04e11_scene004_0543_0563	s04e11
s05e24_scene004_0367_0385	s05e24
s03e06_scene006_0778_0798	s03e06
s04e04_scene001_0157_0177	s04e04
s04e18_scene002_0224_0244	s04e18
s05e19_scene000_0103_0123	s05e19
s05e11_scene006_0876_0896	s05e11
s03e21_scene007_0935_0955	s03e21
s03e05_scene008_0948_0950	s03e05
s04e14_scene008_0854_0874	s04e14
s03e15_scene000_0103_0123	s03e15
s03e13_scene004_0419_0439	s03e13
s04e24_scene009_1070_1090	s04e24
s04e19_scene000_0025_0045	s04e19
s05e03_scene008_0830_0850	s05e03
s05e17_scene005_0610_0630	s05e17
s03e14_scene008_0986_0990	s03e14
s04e07_scene006_0729_0749	s04e07
s04e01_scene010_1121_1141	s04e01
s05e13_scene003_0511_0531	s05e13
s05e03_scene010_1052_1053	s05e03
s03e01_scene009_1032_1047	s03e01
s03e10_scene006_1002_1008	s03e10
s04e02_scene008_0993_1013	s04e02
s04e06_scene003_0442_0462	s04e06
s04e16_scene010_1088_1101	s04e16
s05e19_scene007_0812_0832	s05e19
s05e14_scene008_1008_1015	s05e14
s04e05_scene005_0640_0660	s04e05
s05e12_scene002_0358_0378	s05e12
s05e22_scene004_0506_0526	s05e22
s03e17_scene001_0244_0245	s03e17
s03e05_scene002_0393_0413	s03e05
s05e19_scene001_0254_0274	s05e19
s05e11_scene003_0397_0417	s05e11
s03e23_scene004_0471_0491	s03e23
s03e15_scene006_0873_0879	s03e15
s04e11_scene000_0070_0090	s04e11
s04e22_scene001_0119_0139	s04e22
s05e05_scene009_1160_1180	s05e05
s05e14_scene004_0585_0605	s05e14
s03e02_scene009_1037_1057	s03e02
s03e01_scene004_0457_0471	s03e01
s04e22_scene003_0441_0461	s04e22
s05e13_scene001_0135_0155	s05e13
s05e14_scene001_0209_0229	s05e14
s03e06_scene007_0977_0997	s03e06
s03e09_scene007_0757_0777	s03e09
s04e18_scene009_0895_0915	s04e18
s05e21_scene009_1058_1078	s05e21
s03e23_scene009_0838_0858	s03e23
s03e15_scene005_0624_0644	s03e15
s04e24_scene011_1173_1193	s04e24
s05e18_scene005_0512_0532	s05e18
s05e22_scene004_0626_0646	s05e22
s03e18_scene000_0063_0083	s03e18
s03e09_scene003_0336_0356	s03e09
s04e05_scene007_0892_0901	s04e05
s05e16_scene000_0085_0105	s05e16
s05e15_scene004_0604_0624	s05e15
s04e16_scene007_0812_0832	s04e16
s04e08_scene002_0360_0380	s04e08
s04e20_scene006_0745_0765	s04e20
s05e24_scene008_0643_0663	s05e24
s05e13_scene002_0328_0348	s05e13
s03e16_scene007_0823_0843	s03e16
s03e21_scene002_0399_0416	s03e21
s04e14_scene002_0290_0291	s04e14
s04e15_scene002_0306_0326	s04e15
s04e14_scene008_0874_0894	s04e14
s05e18_scene009_1048_1068	s05e18
s05e14_scene003_0474_0494	s05e14
s05e22_scene004_0606_0626	s05e22
s03e17_scene007_1114_1119	s03e17
s04e10_scene004_0525_0545	s04e10
s03e17_scene002_0327_0347	s03e17
s05e15_scene008_1090_1110	s05e15
s05e18_scene007_0841_0861	s05e18
s03e12_scene000_0044_0064	s03e12
s03e09_scene005_0623_0633	s03e09
s04e18_scene010_1082_1102	s04e18
s05e05_scene002_0469_0489	s05e05
s05e15_scene006_0812_0832	s05e15
s05e22_scene000_0134_0154	s05e22
s03e18_scene000_0023_0043	s03e18
s04e10_scene000_0053_0073	s04e10
s04e01_scene010_1161_1181	s04e01
s04e24_scene000_0105_0125	s04e24
s04e01_scene002_0393_0413	s04e01
s05e11_scene007_0952_0972	s05e11
s05e20_scene006_0742_0762	s05e20
s03e06_scene003_0371_0391	s03e06
s04e10_scene001_0194_0214	s04e10
s04e16_scene008_0967_0987	s04e16
s05e13_scene010_1139_1151	s05e13
s05e09_scene001_0355_0375	s05e09
s03e18_scene006_0919_0939	s03e18
s03e10_scene005_0709_0729	s03e10
s04e24_scene005_0691_0695	s04e24
s04e24_scene008_0961_0981	s04e24
s05e16_scene005_0551_0571	s05e16
s05e01_scene008_1068_1088	s05e01
s03e12_scene000_0024_0044	s03e12
s03e14_scene005_0647_0661	s03e14
s04e04_scene000_0044_0064	s04e04
s04e19_scene008_0909_0915	s04e19
s05e03_scene007_0695_0715	s05e03
s05e20_scene001_0147_0167	s05e20
s03e02_scene001_0336_0356	s03e02
s05e20_scene002_0280_0300	s05e20
s05e14_scene009_1041_1061	s05e14
s03e13_scene007_0724_0744	s03e13
s04e14_scene004_0445_0464	s04e14
s05e24_scene004_0267_0287	s05e24
s05e14_scene005_0643_0663	s05e14
s03e11_scene005_1049_1069	s03e11
s03e18_scene004_0674_0694	s03e18
s04e24_scene009_1010_1030	s04e24
s04e04_scene005_0731_0751	s04e04
s05e09_scene009_1189_1199	s05e09
s05e19_scene004_0554_0574	s05e19
s05e22_scene003_0447_0467	s05e22
s03e08_scene013_1127_1147	s03e08
s04e18_scene002_0244_0264	s04e18
s03e14_scene006_0663_0683	s03e14
s04e02_scene001_0300_0320	s04e02
s05e12_scene001_0282_0302	s05e12
s05e20_scene004_0481_0501	s05e20
s03e16_scene002_0568_0588	s03e16
s04e04_scene004_0598_0618	s04e04
s04e17_scene010_1199_1210	s04e17
s05e16_scene000_0105_0125	s05e16
s05e05_scene002_0529_0549	s05e05
s03e18_scene002_0383_0403	s03e18
s03e08_scene008_0711_0731	s03e08
s03e23_scene011_1129_1134	s03e23
s04e10_scene006_0727_0747	s04e10
s05e16_scene006_0656_0676	s05e16
s05e09_scene007_0910_0930	s05e09
s04e19_scene005_0681_0701	s04e19
s03e01_scene006_0731_0748	s03e01
s05e11_scene001_0245_0254	s05e11
s05e17_scene004_0459_0479	s05e17
s05e22_scene008_1126_1146	s05e22
s03e11_scene003_0562_0574	s03e11
s03e14_scene009_1003_1023	s03e14
s04e21_scene011_1125_1145	s04e21
s05e15_scene002_0449_0469	s05e15
s05e18_scene007_0921_0941	s05e18
s03e16_scene003_0656_0676	s03e16
s03e17_scene006_0875_0895	s03e17
s03e01_scene011_1180_1200	s03e01
s03e03_scene000_0122_0142	s03e03
s04e18_scene010_1002_1022	s04e18
s05e19_scene000_0123_0143	s05e19
s05e14_scene000_0110_0130	s05e14
s03e13_scene005_0473_0493	s03e13
s04e07_scene008_0847_0867	s04e07
s04e05_scene002_0292_0312	s04e05
s04e20_scene009_0944_0964	s04e20
s05e05_scene000_0029_0049	s05e05
s05e01_scene001_0309_0315	s05e01
s05e22_scene004_0486_0506	s05e22
s04e18_scene001_0165_0176	s04e18
s05e15_scene000_0032_0052	s05e15
s05e15_scene002_0409_0429	s05e15
s05e22_scene004_0766_0786	s05e22
s03e15_scene007_0923_0943	s03e15
s03e11_scene002_0339_0359	s03e11
s03e05_scene009_0997_1017	s03e05
s03e02_scene001_0496_0504	s03e02
s04e08_scene001_0330_0337	s04e08
s04e16_scene003_0447_0456	s04e16
s05e01_scene002_0330_0350	s05e01
s05e01_scene006_0767_0787	s05e01
s03e18_scene005_0751_0771	s03e18
s03e23_scene006_0646_0666	s03e23
s04e18_scene003_0418_0424	s04e18
s04e16_scene002_0310_0330	s04e16
s05e16_scene000_0065_0085	s05e16
s05e11_scene003_0577_0597	s05e11
s03e13_scene008_0905_0925	s03e13
s03e21_scene000_0064_0084	s03e21
s05e11_scene001_0165_0185	s05e11
s05e06_scene000_0104_0124	s05e06
s05e24_scene004_0287_0307	s05e24
s03e13_scene004_0399_0419	s03e13
s03e09_scene000_0003_0023	s03e09
s04e17_scene005_0704_0724	s04e17
s04e14_scene001_0178_0198	s04e14
s05e16_scene001_0184_0204	s05e16
s04e10_scene010_1067_1073	s04e10
s05e20_scene004_0501_0521	s05e20
s03e14_scene002_0269_0289	s03e14
s04e05_scene004_0611_0631	s04e05
s03e14_scene002_0289_0309	s03e14
s04e02_scene010_1145_1165	s04e02
s05e07_scene000_0144_0164	s05e07
s05e18_scene002_0280_0300	s05e18
s04e21_scene011_1085_1105	s04e21
s04e04_scene005_0871_0891	s04e04
s04e11_scene000_0170_0171	s04e11
s05e01_scene000_0064_0084	s05e01
s04e17_scene000_0004_0024	s04e17
s05e20_scene003_0368_0388	s05e20
s03e21_scene009_1194_1200	s03e21
s04e04_scene000_0104_0112	s04e04
s04e17_scene001_0349_0369	s04e17
s04e20_scene006_0705_0725	s04e20
s04e11_scene000_0010_0030	s04e11
s05e05_scene000_0089_0109	s05e05
s05e17_scene003_0319_0339	s05e17
s05e24_scene010_0759_0779	s05e24
s03e05_scene008_0928_0948	s03e05
s04e07_scene003_0408_0428	s04e07
s03e05_scene000_0123_0143	s03e05
s04e02_scene008_1093_1100	s04e02
s05e11_scene009_1042_1062	s05e11
s05e20_scene006_0722_0742	s05e20
s03e06_scene005_0615_0635	s03e06
s04e05_scene003_0368_0388	s04e05
s04e20_scene001_0264_0284	s04e20
s04e17_scene005_0744_0764	s04e17
s05e13_scene010_1099_1119	s05e13
s05e22_scene001_0251_0269	s05e22
s03e05_scene001_0203_0223	s03e05
s04e07_scene010_1110_1130	s04e07
s04e22_scene007_0879_0899	s04e22
s05e14_scene007_0946_0958	s05e14
s05e13_scene008_0990_1010	s05e13
s03e01_scene004_0317_0337	s03e01
s03e20_scene002_0438_0458	s03e20
s05e18_scene005_0652_0672	s05e18
s05e06_scene004_0583_0603	s05e06
s03e05_scene001_0283_0303	s03e05
s03e12_scene000_0064_0084	s03e12
s04e08_scene006_0763_0766	s04e08
s03e23_scene005_0566_0586	s03e23
s04e07_scene009_0975_0995	s04e07
s04e15_scene003_0375_0395	s04e15
s05e20_scene007_0905_0925	s05e20
s03e21_scene006_0844_0864	s03e21
s03e18_scene003_0495_0515	s03e18
s05e05_scene003_0685_0687	s05e05
s03e11_scene004_0661_0681	s03e11
s03e21_scene008_1024_1044	s03e21
s03e08_scene004_0391_0411	s03e08
s04e08_scene004_0633_0653	s04e08
s04e19_scene003_0458_0478	s04e19
s05e21_scene006_0734_0754	s05e21
s04e19_scene001_0272_0292	s04e19
s04e19_scene001_0252_0272	s04e19
s05e05_scene006_0836_0856	s05e05
s03e18_scene003_0515_0535	s03e18
s03e13_scene004_0459_0467	s03e13
s04e07_scene003_0488_0508	s04e07
s04e10_scene005_0678_0698	s04e10
s05e19_scene003_0530_0546	s05e19
s04e08_scene002_0340_0360	s04e08
s05e21_scene001_0201_0219	s05e21
s03e15_scene002_0267_0287	s03e15
s03e23_scene002_0324_0344	s03e23
s03e13_scene002_0217_0237	s03e13
s04e18_scene006_0671_0680	s04e18
s04e05_scene001_0209_0210	s04e05
s04e14_scene004_0425_0445	s04e14
s05e06_scene003_0536_0556	s05e06
s03e15_scene010_1118_1138	s03e15
s03e18_scene006_0939_0959	s03e18
s03e12_scene007_0782_0802	s03e12
s04e15_scene002_0266_0286	s04e15
s05e16_scene009_1085_1105	s05e16
s05e07_scene007_0958_0964	s05e07
s04e21_scene005_0476_0486	s04e21
s04e22_scene005_0719_0739	s04e22
s04e10_scene004_0505_0525	s04e10
s04e19_scene010_1032_1052	s04e19
s05e20_scene007_0885_0905	s05e20
s05e11_scene002_0337_0357	s05e11
s03e02_scene000_0123_0131	s03e02
s03e16_scene001_0199_0219	s03e16
s03e21_scene002_0339_0359	s03e21
s04e11_scene007_0783_0803	s04e11
s05e05_scene000_0069_0089	s05e05
s05e19_scene006_0789_0808	s05e19
s03e09_scene000_0023_0043	s03e09
s04e01_scene008_0929_0949	s04e01
s03e02_scene001_0356_0376	s03e02
s04e15_scene006_0732_0752	s04e15
s05e05_scene006_0896_0912	s05e05
s05e14_scene006_0827_0847	s05e14
s05e24_scene003_0234_0254	s05e24
s03e01_scene007_0796_0816	s03e01
s04e10_scene006_0707_0727	s04e10
s05e01_scene008_1128_1148	s05e01
s03e18_scene001_0145_0165	s03e18
s04e17_scene007_0951_0971	s04e17
s04e14_scene008_0994_1014	s04e14
s05e19_scene007_0852_0872	s05e19
s05e20_scene004_0541_0561	s05e20
s03e02_scene001_0156_0176	s03e02
s04e01_scene008_0969_0989	s04e01
s04e16_scene007_0832_0852	s04e16
s05e19_scene000_0143_0149	s05e19
s05e13_scene009_1076_1092	s05e13
s03e23_scene009_0818_0838	s03e23
s04e18_scene007_0689_0709	s04e18
s04e22_scene008_0957_0977	s04e22
s05e12_scene001_0222_0242	s05e12
s03e10_scene005_0829_0840	s03e10
s04e12_scene001_0389_0398	s04e12
s04e11_scene000_0130_0150	s04e11
s04e19_scene013_1153_1173	s04e19
s03e10_scene000_0043_0063	s03e10
s04e20_scene000_0044_0064	s04e20
s04e24_scene001_0205_0215	s04e24
s04e08_scene009_0980_1000	s04e08
s05e24_scene012_1107_1127	s05e24
s05e17_scene004_0539_0559	s05e17
s03e20_scene007_0843_0863	s03e20
s03e08_scene010_0887_0907	s03e08
s04e01_scene001_0303_0323	s04e01
s04e07_scene001_0252_0269	s04e07
s05e09_scene002_0478_0498	s05e09
s03e17_scene002_0407_0427	s03e17
s04e05_scene003_0488_0508	s04e05
s04e14_scene000_0025_0045	s04e14
s05e16_scene010_1139_1159	s05e16
s03e23_scene000_0003_0023	s03e23
s03e12_scene002_0337_0357	s03e12
s04e02_scene003_0459_0479	s04e02
s04e02_scene008_1053_1073	s04e02
s04e16_scene004_0478_0498	s04e16
s03e10_scene004_0682_0693	s03e10
s03e14_scene008_0866_0886	s03e14
s04e20_scene009_0924_0944	s04e20
s05e09_scene006_0755_0775	s05e09
s05e16_scene007_0816_0836	s05e16
s03e13_scene009_0962_0982	s03e13
s03e18_scene001_0165_0185	s03e18
s04e22_scene001_0139_0159	s04e22
s03e13_scene010_1103_1123	s03e13
s05e12_scene003_0450_0470	s05e12
s03e12_scene007_0802_0822	s03e12
s04e24_scene008_0861_0881	s04e24
s04e07_scene005_0637_0657	s04e07
s04e14_scene003_0374_0383	s04e14
s05e19_scene003_0510_0530	s05e19
s05e07_scene005_0582_0602	s05e07
s03e17_scene002_0427_0447	s03e17
s04e11_scene006_0770_0772	s04e11
s04e08_scene011_1043_1063	s04e08
s04e01_scene000_0126_0136	s04e01
s05e20_scene005_0581_0601	s05e20
s05e24_scene012_0947_0967	s05e24
s04e12_scene000_0125_0145	s04e12
s03e03_scene008_1027_1047	s03e03
s05e05_scene000_0189_0209	s05e05
s05e18_scene010_1150_1170	s05e18
s05e17_scene002_0229_0249	s05e17
s03e09_scene006_0680_0700	s03e09
s03e01_scene006_0591_0611	s03e01
s03e12_scene009_1018_1038	s03e12
s04e21_scene002_0205_0225	s04e21
s03e12_scene002_0357_0377	s03e12
s03e12_scene006_0720_0740	s03e12
s04e17_scene002_0462_0482	s04e17
s04e05_scene007_0852_0872	s04e05
s05e01_scene001_0169_0189	s05e01
s05e14_scene001_0189_0209	s05e14
s03e10_scene003_0408_0428	s03e10
s03e05_scene001_0223_0243	s03e05
s04e16_scene002_0290_0310	s04e16
s05e18_scene005_0552_0572	s05e18
